date,country,D,H,I,M,S
2021-12-10,Sweden,13,1,3,53,0
2021-12-11,Sweden,13,2,4,51,0
2021-12-12,Sweden,13,3,4,50,0
2021-12-13,Sweden,13,3,3,50,1
2021-12-14,Sweden,13,2,2,52,1
2021-12-15,Sweden,13,2,1,53,1
2021-12-16,Sweden,13,1,2,53,1
2021-12-17,Sweden,13,0,3,53,1
2021-12-18,Sweden,13,0,2,54,1
2021-12-19,Sweden,13,0,2,54,1
2021-12-20,Sweden,13,0,1,54,2
2021-12-21,Sweden,13,2,0,53,2
2021-12-22,Sweden,13,5,1,49,2
2021-12-23,Sweden,13,8,2,45,2
2021-12-24,Sweden,13,10,2,43,2
2021-12-25,Sweden,13,12,4,39,2
2021-12-26,Sweden,13,11,7,36,3
2021-12-27,Sweden,13,10,9,35,3
2021-12-28,Sweden,13,6,13,35,3
2021-12-29,Sweden,13,7,14,33,3
2021-12-30,Sweden,13,6,11,35,5
2021-12-31,Sweden,13,8,8,35,6
2022-01-01,Sweden,13,8,6,35,8
2022-01-02,Sweden,13,8,4,36,9
2022-01-03,Sweden,13,10,3,35,9
2022-01-04,Sweden,13,9,5,34,9
2022-01-05,Sweden,13,10,5,31,11
2022-01-06,Sweden,13,7,8,30,12
2022-01-07,Sweden,13,7,8,30,12
2022-01-08,Sweden,13,7,7,30,13
2022-01-09,Sweden,13,7,5,33,12
2022-01-10,Sweden,13,6,2,37,12
2022-01-11,Sweden,13,10,2,33,12
2022-01-12,Sweden,13,10,1,34,12
2022-01-13,Sweden,13,10,1,36,10
2022-01-14,Sweden,13,11,0,36,10
2022-01-15,Sweden,13,9,3,37,8
2022-01-16,Sweden,13,6,7,37,7
2022-01-17,Sweden,13,4,9,38,6
2022-01-18,Sweden,13,5,10,36,6
2022-01-19,Sweden,13,4,8,41,4
2022-01-20,Sweden,13,4,5,42,6
2022-01-21,Sweden,13,4,3,43,7
2022-01-22,Sweden,14,3,3,43,7
2022-01-23,Sweden,14,3,2,43,8
2022-01-24,Sweden,14,3,1,45,7
2022-01-25,Sweden,14,4,1,44,7
2022-01-26,Sweden,14,4,0,45,7
2022-01-27,Sweden,14,1,3,45,7
2022-01-28,Sweden,15,1,3,45,6
2022-01-29,Sweden,15,1,3,45,6
2022-01-30,Sweden,15,1,3,45,6
2022-01-31,Sweden,15,2,0,46,7
2022-02-01,Sweden,15,2,0,46,7
2022-02-02,Sweden,15,1,1,46,7
2022-02-03,Sweden,15,1,1,49,4
2022-02-04,Sweden,15,1,1,50,3
2022-02-05,Sweden,15,1,1,51,2
2022-02-06,Sweden,15,1,0,52,2
2022-02-07,Sweden,15,1,0,52,2
2022-02-08,Sweden,15,1,0,52,2
2022-02-09,Sweden,15,1,0,52,2
2022-02-10,Sweden,15,1,0,52,2
2022-02-11,Sweden,15,1,0,52,2
2022-02-12,Sweden,15,1,0,52,2
2022-02-13,Sweden,15,1,0,52,2
2022-02-14,Sweden,15,1,0,53,1
2022-02-15,Sweden,15,1,0,53,1
2022-02-16,Sweden,15,1,0,53,1
2022-02-17,Sweden,15,1,0,53,1
2022-02-18,Sweden,15,0,1,53,1
2022-02-19,Sweden,15,0,1,53,1
2022-02-20,Sweden,15,0,1,54,0
2022-02-21,Sweden,15,0,1,54,0
2022-02-22,Sweden,15,0,0,54,1
2022-02-23,Sweden,15,0,0,54,1
2022-02-24,Sweden,15,0,0,54,1
2022-02-25,Sweden,15,0,0,54,1
2022-02-26,Sweden,15,0,0,54,1
2022-02-27,Sweden,15,0,0,54,1
2022-02-28,Sweden,15,0,0,54,1
2022-03-01,Sweden,15,0,0,54,1
2022-03-02,Sweden,15,0,0,54,1
2022-03-03,Sweden,15,0,0,54,1
2022-03-04,Sweden,15,0,0,54,1
2022-03-05,Sweden,15,0,0,54,1
2022-03-06,Sweden,15,0,0,54,1
2022-03-07,Sweden,15,0,0,54,1
2022-03-08,Sweden,15,0,0,55,0
2022-03-09,Sweden,15,0,0,55,0
2022-03-10,Sweden,15,0,0,55,0
2022-03-11,Sweden,15,0,0,55,0
2022-03-12,Sweden,15,0,0,55,0
2022-03-13,Sweden,15,0,0,55,0
2022-03-14,Sweden,15,0,0,55,0
2022-03-15,Sweden,15,0,0,55,0
2022-03-16,Sweden,15,0,0,55,0
2022-03-17,Sweden,15,0,0,55,0
2022-03-18,Sweden,15,0,0,55,0
2022-03-19,Sweden,15,0,0,55,0
2022-03-20,Sweden,15,0,0,55,0
2022-03-21,Sweden,15,0,0,55,0
2022-03-22,Sweden,15,0,0,55,0
2022-03-23,Sweden,15,0,0,55,0
2022-03-24,Sweden,15,0,0,55,0
2022-03-25,Sweden,15,0,0,55,0
2022-03-26,Sweden,15,0,0,55,0
2022-03-27,Sweden,15,0,0,55,0
2022-03-28,Sweden,15,0,0,55,0
2022-03-29,Sweden,15,0,0,55,0
2022-03-30,Sweden,15,0,0,55,0
2022-03-31,Sweden,15,0,0,55,0
2022-04-01,Sweden,15,0,0,55,0
2022-04-02,Sweden,15,0,0,55,0
2022-04-03,Sweden,15,0,0,55,0
2022-04-04,Sweden,15,0,0,55,0
2022-04-05,Sweden,15,0,0,55,0
2022-04-06,Sweden,15,0,0,55,0
2022-04-07,Sweden,15,0,0,55,0
2022-04-08,Sweden,15,0,0,55,0
2022-04-09,Sweden,15,0,0,55,0
2022-04-10,Sweden,15,0,0,55,0
2022-04-11,Sweden,15,0,0,55,0
2022-04-12,Sweden,15,0,0,55,0
2022-04-13,Sweden,15,2,0,53,0
2022-04-14,Sweden,15,2,1,52,0
2022-04-15,Sweden,15,1,2,52,0
2022-04-16,Sweden,15,1,2,52,0
2022-04-17,Sweden,15,2,2,51,0
2022-04-18,Sweden,15,2,1,51,1
2022-04-19,Sweden,15,1,1,51,2
2022-04-20,Sweden,15,2,1,50,2
2022-04-21,Sweden,15,2,1,50,2
2022-04-22,Sweden,15,2,1,50,2
2022-04-23,Sweden,15,0,2,51,2
2022-04-24,Sweden,15,0,2,51,2
2022-04-25,Sweden,15,0,2,51,2
2022-04-26,Sweden,15,1,2,50,2
2022-04-27,Sweden,15,1,0,50,4
2022-04-28,Sweden,15,3,0,48,4
2022-04-29,Sweden,15,5,0,46,4
2022-04-30,Sweden,15,6,1,44,4
